,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
BRD23,0,0.4136540086705,0.545,0.366,0,7,BRD2
CD816,0,0.41242115310335,0.773,0.539,0,7,CD81
TNFRSF251,0,0.409900649634513,0.359,0.196,0,7,TNFRSF25
LTB5,0,0.407248329084822,0.949,0.768,0,7,LTB
CCL54,0,0.405125921393223,0.915,0.366,0,7,CCL5
MATK4,0,0.398250201066976,0.516,0.232,0,7,MATK
MAF,0,0.388758824984007,0.286,0.116,0,7,MAF
MT-ND53,0,0.38432274156668,0.999,0.996,0,7,MT-ND5
IFNGR1,0,0.380725437462599,0.256,0.102,0,7,IFNGR1
SELENOK2,0,0.377309568302191,0.649,0.479,0,7,SELENOK
CCNL12,0,0.374425173045768,0.882,0.778,0,7,CCNL1
ARL4A1,0,0.372883006871325,0.517,0.35,0,7,ARL4A
CALM14,0,0.367076388579356,0.993,0.969,0,7,CALM1
YPEL53,0,0.365644224720839,0.823,0.701,0,7,YPEL5
SPTY2D1,0,0.36556164153001,0.288,0.143,0,7,SPTY2D1
PER1,0,0.363427235796459,0.322,0.175,0,7,PER1
PPP1R14B,0,0.362112854761258,0.36,0.214,0,7,PPP1R14B
LINC-PINT3,0,0.358000312633905,0.792,0.656,0,7,LINC-PINT
LMNA1,0,0.353333914657107,0.271,0.137,0,7,LMNA
SPCS32,0,0.353272437938354,0.489,0.33,0,7,SPCS3
MT-ND21,0,0.348643690635011,1,0.999,0,7,MT-ND2
HSP90AA15,0,0.342326294497286,0.958,0.897,0,7,HSP90AA1
ANXA14,0,0.341763774913344,0.885,0.675,0,7,ANXA1
MT-CO31,0,0.340636871920535,1,1,0,7,MT-CO3
HCST4,0,0.337427354172672,0.943,0.811,0,7,HCST
ANTKMT5,0,0.334402295433791,0.312,0.173,0,7,ANTKMT
UBC4,0,0.334325996076313,0.992,0.973,0,7,UBC
MAP3K83,0,0.331790316939686,0.277,0.113,0,7,MAP3K8
CDC42EP3,0,0.329503773529873,0.262,0.124,0,7,CDC42EP3
TIPARP2,0,0.323705831621222,0.311,0.173,0,7,TIPARP
PAXX4,0,0.321290529591365,0.606,0.42,0,7,PAXX
JUND3,0,0.320446999176196,0.996,0.984,0,7,JUND
RUNX35,0,0.319712530146342,0.587,0.384,0,7,RUNX3
MT-ND41,0,0.317294184829353,1,1,0,7,MT-ND4
JUNB4,0,0.316631034732064,0.982,0.92,0,7,JUNB
MYO1F4,0,0.309195134491452,0.585,0.33,0,7,MYO1F
DNAJC16,0,0.302683511737813,0.338,0.187,0,7,DNAJC1
CHD92,0,0.302269562017504,0.298,0.162,0,7,CHD9
EIF12,0,0.301978169027975,1,0.998,0,7,EIF1
MTRNR2L83,0,0.299476937132174,0.978,0.951,0,7,MTRNR2L8
LCP15,0,0.294627469368911,0.757,0.592,0,7,LCP1
CLIC15,0,0.293915026542746,0.785,0.568,0,7,CLIC1
STOM3,0,0.293750731001898,0.296,0.147,0,7,STOM
MTRNR2L121,0,0.291875039551901,0.995,0.989,0,7,MTRNR2L12
CTSW4,0,0.28883104544072,0.762,0.419,0,7,CTSW
RPLP04,0,0.282142659785485,0.996,0.965,0,7,RPLP0
MT-CYB,0,0.272264815700636,1,1,0,7,MT-CYB
MTFP1,5.59457727467255e-306,0.325726619855306,0.286,0.159,1.4427855333653e-301,7,MTFP1
PDCD42,9.85057689764627e-305,0.364532897046695,0.612,0.454,2.540365276134e-300,7,PDCD4
GLRX6,1.16041023408903e-303,0.339939167292658,0.465,0.306,2.99258195269219e-299,7,GLRX
P4HB4,1.89026307698966e-297,0.321589839381781,0.541,0.375,4.87479944924863e-293,7,P4HB
MAPKAPK2,2.88084314346547e-297,0.288067170511178,0.266,0.142,7.4294063826831e-293,7,MAPKAPK2
ZFP36L1,2.02072159143617e-296,0.414886063307522,0.481,0.328,5.21123891215474e-292,7,ZFP36L1
H2AFX2,1.36890905804887e-294,0.323347461655646,0.287,0.16,3.53027956980223e-290,7,H2AFX
HEXIM1,2.37814828178277e-294,0.330202583624438,0.287,0.161,6.13300660388959e-290,7,HEXIM1
ATG2A3,1.1397900732507e-293,0.328387388725511,0.301,0.17,2.93940461990623e-289,7,ATG2A
CASP11,6.65442448564575e-293,0.28534842665022,0.283,0.155,1.71610953060318e-288,7,CASP1
DNAJB13,1.28909028750248e-291,0.433963313499441,0.64,0.506,3.32443494244015e-287,7,DNAJB1
SNHG16,6.50435133084521e-289,0.358970659156073,0.456,0.307,1.67740716471167e-284,7,SNHG16
EHD12,2.92355790895993e-287,0.323591995972506,0.354,0.214,7.53956349141677e-283,7,EHD1
PPIB4,9.20881685907497e-283,0.306018777385435,0.753,0.614,2.37486177978684e-278,7,PPIB
SERTAD13,1.56987770889429e-282,0.315642567000145,0.384,0.237,4.0485576234675e-278,7,SERTAD1
PRDM11,8.57467328857462e-282,0.271695946654534,0.257,0.136,2.21132249439051e-277,7,PRDM1
ARF14,5.30997171125441e-279,0.312190220205774,0.682,0.529,1.3693886046154e-274,7,ARF1
TC2N,2.48559601664606e-273,0.330848566171492,0.421,0.277,6.41010356732853e-269,7,TC2N
SURF41,2.58566709249513e-273,0.295337804555168,0.314,0.183,6.6681768648357e-269,7,SURF4
RPS6KA3,1.63142712387311e-271,0.323409251926169,0.349,0.217,4.20728740975636e-267,7,RPS6KA3
SSR42,5.96663345287935e-271,0.28604422286464,0.846,0.736,1.53873510116306e-266,7,SSR4
GPRIN31,7.66660544159111e-269,0.299940555898354,0.294,0.17,1.97714087733193e-264,7,GPRIN3
MTRNR2L103,5.97099532521036e-268,0.325668037376521,0.803,0.691,1.5398599844185e-263,7,MTRNR2L10
RSRP12,3.4907247402386e-264,0.312772546394697,0.784,0.66,9.00223003260132e-260,7,RSRP1
RAB18,2.64769522794299e-262,0.293083151743206,0.322,0.193,6.82814122334218e-258,7,RAB18
RPL22L11,2.01947819089589e-258,0.345561996230415,0.582,0.44,5.20803230650142e-254,7,RPL22L1
PPP1R15B1,2.0610015144007e-255,0.30803696719497,0.338,0.209,5.31511680548796e-251,7,PPP1R15B
ADGRE53,3.26550393933083e-253,0.321105833736525,0.54,0.384,8.42140810914029e-249,7,ADGRE5
FTH12,1.76181938841511e-250,0.256863009361589,0.995,0.985,4.54355602078372e-246,7,FTH1
REEP54,6.91497956471825e-249,0.277172948359151,0.431,0.283,1.78330407994519e-244,7,REEP5
AL118516.1,6.45721523157769e-245,0.306732905186867,0.293,0.174,1.66525123607157e-240,7,AL118516.1
SIK31,2.25261177408112e-242,0.275152222569259,0.268,0.155,5.80926050417779e-238,7,SIK3
MYADM3,1.59491571335713e-237,0.343604019051647,0.554,0.409,4.1131281331767e-233,7,MYADM
NFKBIZ1,4.75557853897988e-233,0.4056293800337,0.424,0.298,1.22641614941752e-228,7,NFKBIZ
PTGER22,1.54152875863678e-229,0.259596098344289,0.328,0.201,3.9754485156484e-225,7,PTGER2
NR4A25,1.51986238423293e-228,0.274584687316995,0.652,0.495,3.91957310269831e-224,7,NR4A2
IVNS1ABP1,5.67817839355699e-228,0.279902858665258,0.344,0.219,1.46434542591441e-223,7,IVNS1ABP
ARF42,6.39274546504299e-228,0.277374653625845,0.334,0.209,1.64862512797994e-223,7,ARF4
GUK14,3.76586723373247e-226,0.254475394333798,0.776,0.648,9.71179500907268e-222,7,GUK1
CREM2,3.51465360993362e-225,0.31036387970284,0.366,0.238,9.06394019465782e-221,7,CREM
BZW15,7.20624189968164e-223,0.276717771170992,0.562,0.416,1.8584177235089e-218,7,BZW1
NXT11,4.09254542256326e-222,0.292806111400843,0.358,0.233,1.05542653902484e-217,7,NXT1
NR1D2,6.72188633968065e-222,0.26371741739999,0.271,0.16,1.73350726814024e-217,7,NR1D2
PIP4K2A4,3.66282239146698e-213,0.275597861215409,0.52,0.378,9.4460526653542e-209,7,PIP4K2A
MT-ND61,4.00945818089231e-213,0.295651376926902,0.604,0.463,1.03399917027032e-208,7,MT-ND6
DNAJB64,3.42049842735388e-211,0.274932750533869,0.496,0.355,8.82112339430292e-207,7,DNAJB6
TSPYL22,5.82223482448709e-209,0.316740729838553,0.435,0.303,1.50149613888698e-204,7,TSPYL2
SPTAN11,6.43470838991957e-209,0.303976972794364,0.455,0.326,1.65944694667636e-204,7,SPTAN1
EZR6,3.07183602119984e-208,0.27249933971547,0.512,0.37,7.92195791507227e-204,7,EZR
HERPUD16,2.07302193909079e-205,0.26886902892926,0.437,0.301,5.34611627872125e-201,7,HERPUD1
SSR31,4.03104288227973e-205,0.276863956211039,0.364,0.242,1.03956564891112e-200,7,SSR3
ZFAND51,2.94952335735691e-203,0.270538841643528,0.395,0.268,7.60652578628773e-199,7,ZFAND5
OSTC3,3.55521173023548e-196,0.271335283544024,0.433,0.306,9.16853553110429e-192,7,OSTC
GTF3A2,2.44715324386683e-193,0.273257526201885,0.747,0.633,6.31096350060818e-189,7,GTF3A
IDS2,2.47123490789328e-193,0.27475676903809,0.704,0.574,6.37306770396598e-189,7,IDS
SEC61G2,5.99098714237641e-192,0.282826405280482,0.624,0.498,1.54501567414745e-187,7,SEC61G
KMT2E2,1.36583791760512e-191,0.271580747790576,0.725,0.607,3.52235940571186e-187,7,KMT2E
PBXIP13,4.483280096325e-190,0.286840989060806,0.486,0.358,1.15619310404126e-185,7,PBXIP1
LDHA4,5.17583198289468e-189,0.271174392229429,0.698,0.577,1.33479531006871e-184,7,LDHA
MAP1LC3B4,1.09063369297998e-188,0.258871782300018,0.467,0.334,2.81263523082606e-184,7,MAP1LC3B
PPP1R102,2.03175465979827e-188,0.276377679888823,0.414,0.289,5.23969209215376e-184,7,PPP1R10
HNRNPUL11,3.80292530959837e-185,0.279769725378873,0.456,0.331,9.80736408092323e-181,7,HNRNPUL1
EMB2,5.81405602359193e-184,0.263786718157083,0.527,0.392,1.49938690792412e-179,7,EMB
VSIR,2.03559321342986e-183,0.261856685409302,0.426,0.301,5.24959133811426e-179,7,VSIR
AC008875.32,2.68781652134969e-179,0.262037119929317,0.354,0.239,6.93161002690871e-175,7,AC008875.3
SEC11C3,6.80728504072026e-179,0.254388394630511,0.44,0.316,1.75553073915135e-174,7,SEC11C
CANX2,9.69865324667311e-177,0.257902769467016,0.433,0.31,2.50118568578453e-172,7,CANX
GATA33,5.26439712567361e-174,0.255349524722533,0.32,0.211,1.35763537473997e-169,7,GATA3
KDM6B3,3.30738183223348e-172,0.272524820073985,0.319,0.213,8.52940700714693e-168,7,KDM6B
KLF13,3.17685241286455e-165,0.255031363465871,0.557,0.433,8.19278468753638e-161,7,KLF13
SNHG1,1.37199589240108e-156,0.269821642104282,0.383,0.275,3.53824020691314e-152,7,SNHG1
WDR74,1.11277020086749e-155,0.301068167946175,0.258,0.168,2.86972307101716e-151,7,WDR74
MTRNR2L13,1.02980588050061e-122,0.34486951325746,0.676,0.579,2.65576638522303e-118,7,MTRNR2L1
RGCC3,1.13606347267522e-50,0.264200553909624,0.399,0.345,2.92979408968213e-46,7,RGCC
H1FX1,1.87357667046869e-27,0.273760063863941,0.526,0.504,4.83176687547169e-23,7,H1FX
TRDC3,0,2.64199808936977,0.807,0.121,0,8,TRDC
TRGC1,0,2.05200024440956,0.667,0.063,0,8,TRGC1
CCL55,0,1.5430801500974,0.986,0.365,0,8,CCL5
KLRG15,0,1.26945469742721,0.693,0.212,0,8,KLRG1
GNLY4,0,1.2584185791788,0.841,0.248,0,8,GNLY
GZMK5,0,1.25636704145964,0.544,0.173,0,8,GZMK
DUSP26,0,1.24273092635588,0.768,0.397,0,8,DUSP2
PMAIP18,0,1.19157354820469,0.468,0.18,0,8,PMAIP1
KLRC12,0,1.18893650344955,0.392,0.05,0,8,KLRC1
LYAR7,0,1.13022568442118,0.767,0.319,0,8,LYAR
KLRD13,0,1.1014031983869,0.755,0.211,0,8,KLRD1
NKG74,0,1.09029902543404,0.971,0.337,0,8,NKG7
KLRB13,0,1.06136170537195,0.729,0.328,0,8,KLRB1
CST75,0,1.04738168217904,0.899,0.332,0,8,CST7
TRGC25,0,0.999750432714003,0.493,0.13,0,8,TRGC2
GZMA7,0,0.972811837839261,0.938,0.357,0,8,GZMA
HOPX4,0,0.960014238135323,0.79,0.28,0,8,HOPX
CTSW5,0,0.882435550335063,0.853,0.417,0,8,CTSW
GZMH3,0,0.858999238274504,0.615,0.198,0,8,GZMH
NFKBIA4,0,0.786559667006177,0.858,0.708,0,8,NFKBIA
KLRK19,0,0.784062967768771,0.615,0.26,0,8,KLRK1
MATK5,0,0.759749417028192,0.602,0.23,0,8,MATK
GZMM4,0,0.752720190908466,0.852,0.552,0,8,GZMM
A2M-AS12,0,0.734425736444325,0.372,0.107,0,8,A2M-AS1
HCST5,0,0.724324061369673,0.962,0.811,0,8,HCST
ID26,0,0.721902825795715,0.723,0.452,0,8,ID2
CCL43,0,0.709419480241226,0.49,0.182,0,8,CCL4
S100A46,0,0.708734719456604,0.993,0.823,0,8,S100A4
IER54,0,0.702762529508397,0.654,0.415,0,8,IER5
TNFAIP33,0,0.70179918613302,0.803,0.638,0,8,TNFAIP3
IL327,0,0.68664815936785,0.978,0.81,0,8,IL32
SYNE25,0,0.678493496096403,0.82,0.571,0,8,SYNE2
EFHD24,0,0.673471132701555,0.721,0.326,0,8,EFHD2
GADD45B5,0,0.671002445163379,0.655,0.473,0,8,GADD45B
ZBTB163,0,0.670744601790765,0.323,0.089,0,8,ZBTB16
AC020916.14,0,0.668509883060826,0.648,0.389,0,8,AC020916.1
DUSP15,0,0.662955936591836,0.936,0.874,0,8,DUSP1
C12orf755,0,0.656575453229679,0.581,0.286,0,8,C12orf75
HLA-DPB16,0,0.653680699607129,0.55,0.265,0,8,HLA-DPB1
MYO1F5,0,0.630979180127576,0.636,0.329,0,8,MYO1F
SRGN7,0,0.628191048545447,0.919,0.704,0,8,SRGN
PPP2R5C5,0,0.623521615435915,0.874,0.701,0,8,PPP2R5C
ZEB25,0,0.616118099901388,0.519,0.204,0,8,ZEB2
SMAD75,0,0.613846188860483,0.516,0.286,0,8,SMAD7
HLA-DPA16,0,0.610976344161679,0.495,0.223,0,8,HLA-DPA1
APOBEC3G4,0,0.596790178731222,0.5,0.252,0,8,APOBEC3G
GABARAPL13,0,0.581160110501033,0.364,0.159,0,8,GABARAPL1
SH3BGRL34,0,0.577388808608172,0.984,0.902,0,8,SH3BGRL3
MT-ND54,0,0.573336775211356,0.999,0.996,0,8,MT-ND5
ZFP364,0,0.572603354602478,0.743,0.563,0,8,ZFP36
IER25,0,0.568440917916413,0.839,0.703,0,8,IER2
FOS5,0,0.561685278422091,0.924,0.878,0,8,FOS
CXCR43,0,0.559604574072542,0.913,0.815,0,8,CXCR4
ANXA15,0,0.559170760575066,0.908,0.675,0,8,ANXA1
NR4A26,0,0.557728570001194,0.681,0.495,0,8,NR4A2
AHNAK6,0,0.555128115092903,0.756,0.519,0,8,AHNAK
CD995,0,0.554014999033826,0.818,0.591,0,8,CD99
RORA3,0,0.548995292180439,0.697,0.49,0,8,RORA
HLA-C3,0,0.547887025672988,1,0.996,0,8,HLA-C
FGFBP22,0,0.538210622340954,0.521,0.198,0,8,FGFBP2
JUN3,0,0.5208451112467,0.922,0.902,0,8,JUN
MCL15,0,0.5193382340085,0.702,0.554,0,8,MCL1
ABHD17A4,0,0.518299402113654,0.789,0.561,0,8,ABHD17A
TGFBR34,0,0.517927836913977,0.311,0.117,0,8,TGFBR3
CD817,0,0.515748413450745,0.761,0.54,0,8,CD81
CD747,0,0.507370448131101,0.586,0.414,0,8,CD74
CD300A2,0,0.506675698487108,0.313,0.114,0,8,CD300A
MYADM4,0,0.505326275284098,0.566,0.409,0,8,MYADM
FOSB4,0,0.504245653316448,0.779,0.655,0,8,FOSB
SAMD35,0,0.504242459681662,0.405,0.195,0,8,SAMD3
SRSF73,0,0.502192923335832,0.921,0.842,0,8,SRSF7
CLIC16,0,0.501184029937219,0.794,0.569,0,8,CLIC1
PAXX5,0,0.498401295186723,0.619,0.42,0,8,PAXX
CD525,0,0.497563117250355,0.983,0.917,0,8,CD52
YWHAQ5,0,0.497101101283399,0.569,0.377,0,8,YWHAQ
SYNE14,0,0.496642856440927,0.543,0.334,0,8,SYNE1
MYBL14,0,0.496623411143021,0.389,0.186,0,8,MYBL1
HLA-B4,0,0.494151410706675,1,0.997,0,8,HLA-B
BHLHE403,0,0.493729593648592,0.317,0.131,0,8,BHLHE40
TGFB14,0,0.490123141465491,0.745,0.548,0,8,TGFB1
RUNX36,0,0.489231829415646,0.611,0.384,0,8,RUNX3
ATG2A4,0,0.480938383427605,0.332,0.169,0,8,ATG2A
PLEK4,0,0.480873942932408,0.375,0.153,0,8,PLEK
NCR34,0,0.472322740414497,0.339,0.143,0,8,NCR3
C1orf213,0,0.469718482391025,0.276,0.092,0,8,C1orf21
ARL4C5,0,0.467905779045939,0.923,0.787,0,8,ARL4C
IRF15,0,0.45851710114446,0.773,0.642,0,8,IRF1
CD2473,0,0.450921391843971,0.723,0.518,0,8,CD247
LITAF3,0,0.450527929190911,0.731,0.575,0,8,LITAF
HLA-F3,0,0.445320044328025,0.785,0.653,0,8,HLA-F
RASSF13,0,0.442355594132447,0.429,0.241,0,8,RASSF1
MAP3K84,0,0.441852524013627,0.293,0.113,0,8,MAP3K8
CD3D5,0,0.440591639966293,0.932,0.808,0,8,CD3D
CTSC4,0,0.434214277029839,0.501,0.304,0,8,CTSC
H3F3B4,0,0.428763832389071,0.989,0.971,0,8,H3F3B
FLNA4,0,0.426427586668064,0.685,0.491,0,8,FLNA
IDS3,0,0.424754514376922,0.718,0.574,0,8,IDS
UBB5,0,0.424141127916934,0.948,0.871,0,8,UBB
GUK15,0,0.424084640005952,0.794,0.648,0,8,GUK1
APMAP4,0,0.420309620078824,0.423,0.216,0,8,APMAP
HLA-A6,0,0.419412461813865,1,0.996,0,8,HLA-A
ITGB24,0,0.412512474907397,0.788,0.611,0,8,ITGB2
AKNA3,0,0.407961211001955,0.508,0.349,0,8,AKNA
SYTL33,0,0.406628533707242,0.349,0.19,0,8,SYTL3
S100A64,0,0.402298444612764,0.964,0.899,0,8,S100A6
TPST25,0,0.401625250494224,0.374,0.196,0,8,TPST2
TRG-AS13,0,0.401159505561327,0.329,0.182,0,8,TRG-AS1
ZFP36L25,0,0.399350116538381,0.918,0.863,0,8,ZFP36L2
CYBA4,0,0.384775722158723,0.969,0.874,0,8,CYBA
LCP16,0,0.384510247256568,0.738,0.593,0,8,LCP1
TSC22D33,0,0.379071727948971,0.94,0.899,0,8,TSC22D3
NIBAN12,0,0.37761553619592,0.266,0.126,0,8,NIBAN1
STOM4,0,0.376959211926282,0.302,0.147,0,8,STOM
METRNL2,0,0.375244907392397,0.287,0.123,0,8,METRNL
S100A105,0,0.374313631427049,0.884,0.769,0,8,S100A10
MT-CO14,0,0.369124163173492,1,1,0,8,MT-CO1
B2M2,0,0.364973975692543,1,1,0,8,B2M
CHST123,0,0.361891823409673,0.328,0.175,0,8,CHST12
AC004687.15,0,0.356470318348503,0.326,0.175,0,8,AC004687.1
HLA-DRB16,0,0.352980468933358,0.266,0.124,0,8,HLA-DRB1
PTPRC4,0,0.344529852164097,0.967,0.932,0,8,PTPRC
ADGRG12,0,0.334487638726265,0.263,0.114,0,8,ADGRG1
CD634,0,0.325949077750354,0.626,0.409,0,8,CD63
UBC5,0,0.310700793869835,0.99,0.973,0,8,UBC
MT-ATP6,0,0.30869422887193,1,1,0,8,MT-ATP6
MYL65,0,0.30861526048318,0.959,0.903,0,8,MYL6
OAZ15,0,0.304024688748811,0.926,0.871,0,8,OAZ1
RHOC3,0,0.301844293602798,0.309,0.156,0,8,RHOC
CALM15,0,0.301243390724834,0.991,0.969,0,8,CALM1
MT-ND22,0,0.300716057435778,1,0.999,0,8,MT-ND2
MYL12A4,0,0.300456271653238,0.974,0.943,0,8,MYL12A
MT-CO21,0,0.297830919936833,1,1,0,8,MT-CO2
GAPDH6,0,0.288182226735388,0.929,0.868,0,8,GAPDH
HLA-E3,0,0.267031491986377,0.991,0.98,0,8,HLA-E
MT-ND12,0,0.266611282784917,1,1,0,8,MT-ND1
MT-ND42,0,0.262421365846119,1,1,0,8,MT-ND4
PRF14,0,0.261240977665651,0.57,0.237,0,8,PRF1
MT-CYB1,0,0.251485744844344,1,1,0,8,MT-CYB
GPR653,2.08461059007714e-306,0.348209984735588,0.279,0.149,5.37600225074993e-302,8,GPR65
GSTP14,7.64649968365079e-302,0.316721963747444,0.609,0.448,1.9719558034167e-297,8,GSTP1
SPOCK22,9.6343236743759e-301,0.408978063216477,0.663,0.53,2.4845957323848e-296,8,SPOCK2
PFN16,3.90834005690319e-299,0.263325385468674,0.941,0.884,1.00792181727476e-294,8,PFN1
HSPA55,7.2150639502843e-299,0.387486191867544,0.664,0.524,1.86069284213882e-294,8,HSPA5
ADGRE54,3.45527943685696e-298,0.384983059015418,0.54,0.385,8.91082013971041e-294,8,ADGRE5
HSP90AA16,4.19813364005695e-297,0.30768675008377,0.94,0.897,1.08265668443429e-292,8,HSP90AA1
FKBP112,1.82784614414359e-294,0.399960957294986,0.456,0.31,4.71383242113191e-290,8,FKBP11
LY6E5,3.40213520377383e-292,0.368549226733103,0.664,0.53,8.77376647701233e-288,8,LY6E
UBE2S5,1.10857315059177e-289,0.423003169896557,0.465,0.32,2.85889929806111e-285,8,UBE2S
PARP85,5.57506698474352e-289,0.391795100689015,0.43,0.283,1.43775402469551e-284,8,PARP8
DNAJC17,2.27544755147787e-287,0.35537554864891,0.325,0.188,5.86815169050628e-283,8,DNAJC1
ERN11,3.34218044427913e-286,0.358551365459156,0.294,0.166,8.61914914775145e-282,8,ERN1
B4GALT13,5.21863277085026e-285,0.350851038321549,0.292,0.164,1.34583320527457e-280,8,B4GALT1
RAB27A4,5.82561563203443e-285,0.340664609230129,0.281,0.154,1.50236801534536e-280,8,RAB27A
PIK3R13,5.8540605962035e-283,0.451410164621332,0.637,0.509,1.50970368715492e-278,8,PIK3R1
BTG24,2.53607305012445e-262,0.475046193661579,0.711,0.609,6.54027878896593e-258,8,BTG2
ACTN44,3.16954951079025e-258,0.307009047017772,0.355,0.215,8.17395123337698e-254,8,ACTN4
REEP55,8.87770841111663e-258,0.346925187760197,0.423,0.283,2.28947222214287e-253,8,REEP5
ITGAL4,2.54567060776404e-257,0.3321504472902,0.412,0.267,6.56502993036269e-253,8,ITGAL
ARAP26,4.13886995512437e-256,0.331446771077904,0.318,0.189,1.06737317272702e-251,8,ARAP2
SEC61B5,1.44145899967874e-254,0.331531967073635,0.674,0.547,3.71737861427149e-250,8,SEC61B
CKLF6,2.38536825280083e-251,0.353710826944625,0.49,0.353,6.15162618714805e-247,8,CKLF
PPIB5,2.86322708673117e-249,0.332656884069637,0.726,0.616,7.38397633397101e-245,8,PPIB
GBP54,6.41605468263003e-249,0.329360871224202,0.29,0.167,1.65463634210346e-244,8,GBP5
SRSF25,7.66969833805013e-248,0.37299335259265,0.677,0.568,1.97793850439975e-243,8,SRSF2
TUBB4B6,4.64763209301134e-247,0.419918404728022,0.472,0.332,1.1985778404667e-242,8,TUBB4B
CD3G2,1.28926315840499e-245,0.329148815841263,0.815,0.703,3.32488075921063e-241,8,CD3G
TENT5C5,5.39428567480226e-244,0.344802868726788,0.365,0.233,1.39113233267475e-239,8,TENT5C
CRIP15,1.23780548743727e-243,0.273543977378249,0.851,0.73,3.19217657155198e-239,8,CRIP1
SEPTIN74,2.36308792431792e-242,0.28139615877723,0.837,0.76,6.09416744802347e-238,8,SEPTIN7
PDIA34,1.43514675974691e-235,0.320325623027085,0.62,0.496,3.7010999787113e-231,8,PDIA3
PSMB96,1.89765550423042e-234,0.322566698550856,0.655,0.532,4.89386377985983e-230,8,PSMB9
CBLB3,6.32314237895243e-228,0.319734498643868,0.284,0.169,1.63067518810804e-223,8,CBLB
PYHIN13,8.29160464606501e-228,0.29863480337519,0.349,0.216,2.13832192217371e-223,8,PYHIN1
KLF65,1.65520642253378e-222,0.306059803046762,0.873,0.773,4.26861184307238e-218,8,KLF6
MYL12B4,5.63003409641293e-222,0.263460588157827,0.879,0.813,1.45192949312393e-217,8,MYL12B
ATP2B43,7.26051197546658e-218,0.299601393380827,0.268,0.156,1.87241343335308e-213,8,ATP2B4
ARF15,2.48725103572429e-211,0.30432902130526,0.641,0.531,6.41437169602938e-207,8,ARF1
TAGLN25,2.59337067477078e-211,0.340126007262626,0.668,0.559,6.68804363316635e-207,8,TAGLN2
MIDN4,5.01123584752368e-211,0.334854681353773,0.438,0.308,1.29234761271788e-206,8,MIDN
P4HB5,9.16021898712829e-210,0.315492486426113,0.504,0.377,2.36232887459052e-205,8,P4HB
EMP34,5.07027308375574e-209,0.268462230913366,0.83,0.735,1.30757272556977e-204,8,EMP3
CD535,2.49263369331763e-208,0.30215049024792,0.629,0.512,6.42825303169684e-204,8,CD53
MSN5,2.53598826528619e-208,0.278837018218585,0.668,0.547,6.54006013734655e-204,8,MSN
GNG23,6.01140978069842e-208,0.308155219058148,0.397,0.271,1.55028246834431e-203,8,GNG2
ARPC5L5,2.0447228178285e-205,0.278575915805197,0.433,0.301,5.27313567489793e-201,8,ARPC5L
ODF2L2,1.59464260668451e-204,0.342449976164971,0.45,0.33,4.11242381837868e-200,8,ODF2L
RAP1B4,3.10944260750115e-202,0.286237778626411,0.719,0.621,8.01894154048473e-198,8,RAP1B
EIF4A14,7.25023879933471e-200,0.264741751532375,0.856,0.803,1.86976408396043e-195,8,EIF4A1
EHD13,1.8705105651596e-197,0.314481173115854,0.328,0.216,4.82385969649008e-193,8,EHD1
TUBA4A3,3.37475829575566e-195,0.374712692820512,0.465,0.351,8.70316416892428e-191,8,TUBA4A
RGS23,4.83314798898761e-195,0.323667549107952,0.258,0.155,1.24642053488002e-190,8,RGS2
CD3E2,7.5263667191514e-195,0.256593835212533,0.892,0.805,1.94097471320195e-190,8,CD3E
DNAJA15,6.96676531690958e-194,0.362294561216676,0.578,0.468,1.79665910757781e-189,8,DNAJA1
PPP1R15A4,4.80046914955084e-193,0.328244235258027,0.772,0.686,1.23799298897767e-188,8,PPP1R15A
SRSF34,3.01933742647256e-192,0.318133397849871,0.738,0.659,7.7865692891301e-188,8,SRSF3
SQSTM13,3.43083105033891e-192,0.325984992363614,0.458,0.339,8.84777019571902e-188,8,SQSTM1
SIPA14,7.80313792843617e-186,0.290618889535392,0.367,0.25,2.0123512403644e-181,8,SIPA1
RAB5IF4,7.9371098404635e-185,0.296231360674216,0.397,0.28,2.04690125675713e-180,8,RAB5IF
SSBP43,9.19667788478572e-183,0.304049395702853,0.439,0.321,2.37173125970739e-178,8,SSBP4
CLEC2B4,2.29326954978321e-180,0.300906993277414,0.577,0.464,5.91411284193592e-176,8,CLEC2B
SERTAD14,3.04426137960926e-177,0.305954459431612,0.35,0.238,7.85084567187433e-173,8,SERTAD1
IFRD14,7.78453620912129e-177,0.372702501656952,0.43,0.321,2.00755404297029e-172,8,IFRD1
SELENOK3,5.76068230334609e-175,0.289586378151286,0.588,0.482,1.48562235920992e-170,8,SELENOK
ANTKMT6,7.98521978553662e-175,0.262633053324961,0.279,0.175,2.05930833049204e-170,8,ANTKMT
LINC-PINT4,5.39534926905284e-173,0.290471457000606,0.741,0.658,1.39140662299604e-168,8,LINC-PINT
MACF14,3.99914438083811e-171,0.297557239970302,0.554,0.443,1.03133934437434e-166,8,MACF1
CALR4,9.44156292758318e-170,0.296391695691023,0.664,0.57,2.43488466339443e-165,8,CALR
GLIPR24,1.35207238999798e-168,0.254521696182234,0.295,0.19,3.48685948656579e-164,8,GLIPR2
CASP45,1.26140610152994e-167,0.29597243959788,0.428,0.319,3.25304019523557e-163,8,CASP4
BZW16,1.79004790691187e-167,0.279071986146222,0.529,0.418,4.61635454713501e-163,8,BZW1
